@relation TimeBasedFeatures-15s-TOR-NonTOR-85.arff

@attribute total_fiat numeric
@attribute total_biat numeric
@attribute min_fiat numeric
@attribute min_biat numeric
@attribute class1 {TOR,NONTOR}

@data
125,236,266454,130731,NONTOR
70,22,265967,131644,NONTOR
57,22,263711,129403,NONTOR
82,25,267830,134185,NONTOR
88,275,262014,125742,NONTOR
170,63,263093,126078,NONTOR
220,12,264898,128947,NONTOR
66,202,268630,135576,NONTOR
52,73,260013,125803,NONTOR
66,552,261967,129140,NONTOR
81,24,260702,128062,NONTOR
228,211,264855,131825,NONTOR
197,34,263981,128732,NONTOR
13717,895,70707,5999236,NONTOR
38,40,54347,65059,NONTOR
62,37,62535,65802,NONTOR
29,58,54088,66217,NONTOR
137,50,14654179,14591823,NONTOR
82,47,90545,64840,NONTOR
5,30,8407682,8445853,NONTOR
22,17,8568745,8605639,NONTOR
3,25,3885836,3925603,NONTOR
35,27,53180,65357,NONTOR
212169,10038037,9787957,10038037,NONTOR
212876,9992004,9779102,9992004,NONTOR
213351,10004047,9789421,10004047,NONTOR
213173,9991320,9778195,9991320,NONTOR
211938,10015856,9789993,10015856,NONTOR
264,25,8359035,8364230,NONTOR
5991,1424,68880,5998552,NONTOR
53,29,63045,66093,NONTOR
8,7,19205,245568,NONTOR
24,15,57243,64992,NONTOR
27,21,831273,791921,NONTOR
67,31,7887289,7846429,NONTOR
13,21,61071,65297,NONTOR
16,22,14920230,64972,NONTOR
14,20,63843,64356,NONTOR
37,44,55372,65462,NONTOR
-1,287808,-1,287808,NONTOR
19461,369676,19461,369676,NONTOR
721,292,272439,427,NONTOR
97,32,205493,210002,NONTOR
83,44,210785,210695,NONTOR
53,281,207174,208849,NONTOR
138,6,221013,220207,NONTOR
139,746,612554,131732,NONTOR
23,20,1660,25280,NONTOR
112,27080,9997350,10022692,NONTOR
296,1573,2825603,143947,NONTOR
10,9,206945,248196,NONTOR
53,54,209316,249111,NONTOR
125,22,158299,183598,NONTOR
39,12,55501,66619,NONTOR
57,31,52370,65168,NONTOR
3,22,54041,65103,NONTOR
198,5924,9997823,10136580,NONTOR
9,30,3196931,3260697,NONTOR
27,72,130149,72,NONTOR
34,31,4914742,4914740,NONTOR
13,22,63451,65486,NONTOR
12,26,75376,49780,NONTOR
18,30,54015,65224,NONTOR
63,14,230430,226790,NONTOR
49,24,133195,170200,NONTOR
169,38,218407,223863,NONTOR
70,55,219153,250389,NONTOR
142,77,212450,250127,NONTOR
131,13,293126,294209,NONTOR
32,7,229828,256064,NONTOR
47,30,209087,242169,NONTOR
67,28,216302,245541,NONTOR
64,60,215326,249845,NONTOR
121,74,205330,249404,NONTOR
19,22,204904,243562,NONTOR
157,19,209681,242275,NONTOR
147,30,215367,254118,NONTOR
73,12,209572,209193,NONTOR
54,4,217341,253864,NONTOR
49,15,203889,242931,NONTOR
119,19,206921,244161,NONTOR
106,16,7097375,7099580,NONTOR
14,25,5402878,5428405,NONTOR
11,31,4566839,4592409,NONTOR
4,39,1382073,1407654,NONTOR
273506,1262,273506,1262,NONTOR
36,53,96383,69867,NONTOR
28,20,38694,45300,NONTOR
19,42,38635,44238,NONTOR
21,39,38829,44232,NONTOR
70,55,38798,45155,NONTOR
201915,25725,201915,25725,NONTOR
155,35,129297,128566,NONTOR
-1,-1,-1,-1,NONTOR
50,39,3497419,3497413,NONTOR
99,47,4704203,4704233,NONTOR
1170,83,108443099,106286,NONTOR
63,34,53432,66374,NONTOR
5,26,1549737,1611900,NONTOR
17,26,44606,39295,NONTOR
8,12,144976,118774,NONTOR
37056,-1,37056,-1,NONTOR
37268,-1,37268,-1,NONTOR
129,8,2387770,2385193,NONTOR
31,6,214259,254151,NONTOR
177,69,221197,252809,NONTOR
130,38,231928,258262,NONTOR
95,30,207231,245674,NONTOR
35,46,221673,244948,NONTOR
31,40,208512,242766,NONTOR
129,25,37237,66412,NONTOR
186,27,64414,42245,NONTOR
218,26,37903,64703,NONTOR
112,42,26415,65430,NONTOR
103,59,219254,255343,NONTOR
462,112,134482,134467,NONTOR
494,43,132547,135928,NONTOR
1105,55,132700,133824,NONTOR
1213,42,177702,300960,NONTOR
15,18,139191,113624,NONTOR
11,22,139790,114215,NONTOR
20,15,139180,113556,NONTOR
13,22,140915,115361,NONTOR
16,18,142442,116643,NONTOR
37713,-1,37713,-1,NONTOR
37870,-1,37870,-1,NONTOR
37400,-1,37400,-1,NONTOR
36831,-1,36831,-1,NONTOR
37422,-1,37422,-1,NONTOR
16,19,142457,116049,NONTOR
10,17,232772,207120,NONTOR
5,15,140876,115256,NONTOR
9,28,141385,115640,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
9,6,217004,256894,NONTOR
3,37,4213861,4241337,NONTOR
16,21,8922398,8921561,NONTOR
5,26,3752814,3778959,NONTOR
274485,-1,274485,-1,NONTOR
275965,-1,275965,-1,NONTOR
272921,-1,272921,-1,NONTOR
282482,-1,282482,-1,NONTOR
276545,-1,276545,-1,NONTOR
272914,-1,272914,-1,NONTOR
273351,-1,273351,-1,NONTOR
276475,-1,276475,-1,NONTOR
280204,-1,280204,-1,NONTOR
276419,-1,276419,-1,NONTOR
273215,-1,273215,-1,NONTOR
278101,-1,278101,-1,NONTOR
274484,-1,274484,-1,NONTOR
274793,-1,274793,-1,NONTOR
275466,-1,275466,-1,NONTOR
277937,-1,277937,-1,NONTOR
278531,-1,278531,-1,NONTOR
274724,-1,274724,-1,NONTOR
275780,-1,275780,-1,NONTOR
278506,-1,278506,-1,NONTOR
277072,-1,277072,-1,NONTOR
272916,-1,272916,-1,NONTOR
275559,-1,275559,-1,NONTOR
275367,-1,275367,-1,NONTOR
282441,-1,282441,-1,NONTOR
296511,-1,296511,-1,NONTOR
281254,-1,281254,-1,NONTOR
282685,-1,282685,-1,NONTOR
275948,-1,275948,-1,NONTOR
285728,-1,285728,-1,NONTOR
275858,-1,275858,-1,NONTOR
275039,-1,275039,-1,NONTOR
276735,-1,276735,-1,NONTOR
274102,-1,274102,-1,NONTOR
273156,-1,273156,-1,NONTOR
274134,-1,274134,-1,NONTOR
277535,-1,277535,-1,NONTOR
275366,-1,275366,-1,NONTOR
280974,-1,280974,-1,NONTOR
275277,-1,275277,-1,NONTOR
273200,-1,273200,-1,NONTOR
278532,-1,278532,-1,NONTOR
275452,-1,275452,-1,NONTOR
274800,-1,274800,-1,NONTOR
278414,-1,278414,-1,NONTOR
272668,-1,272668,-1,NONTOR
275651,-1,275651,-1,NONTOR
276685,-1,276685,-1,NONTOR
285268,-1,285268,-1,NONTOR
274867,-1,274867,-1,NONTOR
275732,-1,275732,-1,NONTOR
273291,-1,273291,-1,NONTOR
274889,-1,274889,-1,NONTOR
272947,-1,272947,-1,NONTOR
274044,-1,274044,-1,NONTOR
278562,-1,278562,-1,NONTOR
275596,-1,275596,-1,NONTOR
275443,-1,275443,-1,NONTOR
273371,-1,273371,-1,NONTOR
278018,-1,278018,-1,NONTOR
274327,-1,274327,-1,NONTOR
276723,-1,276723,-1,NONTOR
274288,-1,274288,-1,NONTOR
274481,-1,274481,-1,NONTOR
275617,-1,275617,-1,NONTOR
273922,-1,273922,-1,NONTOR
274238,-1,274238,-1,NONTOR
275482,-1,275482,-1,NONTOR
275472,-1,275472,-1,NONTOR
277250,-1,277250,-1,NONTOR
281134,-1,281134,-1,NONTOR
281171,-1,281171,-1,NONTOR
286118,-1,286118,-1,NONTOR
272383,-1,272383,-1,NONTOR
280873,-1,280873,-1,NONTOR
275320,-1,275320,-1,NONTOR
273792,-1,273792,-1,NONTOR
275537,-1,275537,-1,NONTOR
272439,-1,272439,-1,NONTOR
273142,-1,273142,-1,NONTOR
276349,-1,276349,-1,NONTOR
273991,-1,273991,-1,NONTOR
275973,-1,275973,-1,NONTOR
286668,-1,286668,-1,NONTOR
272349,-1,272349,-1,NONTOR
273633,-1,273633,-1,NONTOR
276633,-1,276633,-1,NONTOR
273661,-1,273661,-1,NONTOR
272684,-1,272684,-1,NONTOR
275206,-1,275206,-1,NONTOR
272921,-1,272921,-1,NONTOR
273490,-1,273490,-1,NONTOR
289530,-1,289530,-1,NONTOR
278311,-1,278311,-1,NONTOR
274915,-1,274915,-1,NONTOR
272995,-1,272995,-1,NONTOR
274181,-1,274181,-1,NONTOR
272915,-1,272915,-1,NONTOR
272734,-1,272734,-1,NONTOR
273203,-1,273203,-1,NONTOR
272758,-1,272758,-1,NONTOR
272974,-1,272974,-1,NONTOR
272984,-1,272984,-1,NONTOR
273716,-1,273716,-1,NONTOR
274288,-1,274288,-1,NONTOR
273233,-1,273233,-1,NONTOR
275317,-1,275317,-1,NONTOR
272435,-1,272435,-1,NONTOR
277146,-1,277146,-1,NONTOR
273559,-1,273559,-1,NONTOR
274135,-1,274135,-1,NONTOR
275739,-1,275739,-1,NONTOR
272599,-1,272599,-1,NONTOR
272508,-1,272508,-1,NONTOR
275852,-1,275852,-1,NONTOR
272670,-1,272670,-1,NONTOR
273296,-1,273296,-1,NONTOR
282635,-1,282635,-1,NONTOR
275548,-1,275548,-1,NONTOR
273528,-1,273528,-1,NONTOR
276733,-1,276733,-1,NONTOR
275975,-1,275975,-1,NONTOR
274217,-1,274217,-1,NONTOR
273901,-1,273901,-1,NONTOR
276863,-1,276863,-1,NONTOR
273333,-1,273333,-1,NONTOR
275834,-1,275834,-1,NONTOR
271962,-1,271962,-1,NONTOR
275611,-1,275611,-1,NONTOR
274306,-1,274306,-1,NONTOR
275234,-1,275234,-1,NONTOR
273065,-1,273065,-1,NONTOR
39,73,946685,985038,NONTOR
53,44,38779,44621,NONTOR
86,67,1045,25619,NONTOR
18,25,45540,38829,NONTOR
48,6462072,8514693,6462072,NONTOR
147,1025,133912,5004608,NONTOR
1708,68,13660561,13665330,NONTOR
5,31,1490036,1553514,NONTOR
15,15,72931,47311,NONTOR
20,22,43889,38490,NONTOR
9,26,43986,39132,NONTOR
21,30,44004,38486,NONTOR
7,30,46952,38532,NONTOR
239,54,145911,133796,NONTOR
254,60,137589,129158,NONTOR
1458,65,140821,131505,NONTOR
76,9,235184,249032,NONTOR
99,25,226062,246588,NONTOR
1768714,1805449,1768714,1805449,NONTOR
4198891,4198875,4198891,4198875,NONTOR
7,28,145067,119529,NONTOR
6,31,142849,75910,NONTOR
6,42,142525,77193,NONTOR
13,30,140010,114529,NONTOR
14,34,140950,73987,NONTOR
13,44,143946,77694,NONTOR
12,32,140769,115148,NONTOR
32,27,139454,113918,NONTOR
21,32,144447,79357,NONTOR
15,31,144123,78085,NONTOR
7,33,140891,75441,NONTOR
3,19,139559,112941,NONTOR
67992,67996,67992,67996,NONTOR
97,45,225151,245284,NONTOR
11,36,39107,44693,NONTOR
16,55,38790,44842,NONTOR
-1,218524,-1,218524,NONTOR
17,64,1495947,1558668,NONTOR
22,42,1494321,1557597,NONTOR
19,22,1262401,1327758,NONTOR
-1,10080906,-1,10080906,NONTOR
21,22,1264380,1329548,NONTOR
6,32,1549556,1615816,NONTOR
21,23,1393681,1458913,NONTOR
12,18,44674,46073,NONTOR
94,38316,9996377,10104294,NONTOR
259,48,164401,127097,NONTOR
-1,-1,-1,-1,NONTOR
117,19,138861,171762,NONTOR
13,71,142243,116355,NONTOR
9,37,149047,123287,NONTOR
10,31,140550,114853,NONTOR
12,27,150673,125097,NONTOR
14,32,142252,116559,NONTOR
33,29233,12295632,12545343,NONTOR
5,34,367465,432978,NONTOR
10,20,45255,79071,NONTOR
11,22,1996875,2022325,NONTOR
10,38,2297299,2322887,NONTOR
11,21,1979822,2006158,NONTOR
9,26,2762421,2787911,NONTOR
24,63,2531131,2556784,NONTOR
7,116,2532959,2558626,NONTOR
22,57,2538836,2564506,NONTOR
13,58,2095166,2121113,NONTOR
28,57,2863691,2889472,NONTOR
25,33,2864473,2890699,NONTOR
21,44,2293387,2319200,NONTOR
14,40,2292754,2318335,NONTOR
14,25,2293535,2319154,NONTOR
15,22,2296249,2322520,NONTOR
12,27,2416337,2441854,NONTOR
11,24,2979668,3006610,NONTOR
10,24,1980504,2006284,NONTOR
12,27,2482561,2508134,NONTOR
20,22,3300948,3326690,NONTOR
13,17,2053933,2079456,NONTOR
12,47,2058649,2085038,NONTOR
16,28,2649699,2675252,NONTOR
11,22,2650764,2676473,NONTOR
9,25,2586690,2612235,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
8,22,143090,117624,NONTOR
-1,-1,-1,-1,NONTOR
2038,2,422238,36433,NONTOR
109,1965,210893,209041,NONTOR
12,36,43257,65366,NONTOR
271,145319,2382042,145319,NONTOR
21,45,45184,60602,NONTOR
212529,14778441,14776183,14778441,NONTOR
212242,14748743,14747890,14748743,NONTOR
212022,14781295,14781397,14781295,NONTOR
211700,14784172,14785253,14784172,NONTOR
213854,14751356,14749938,14751356,NONTOR
218131,14757153,14751914,14757153,NONTOR
212824,14753195,14750644,14753195,NONTOR
234271,14773083,14752468,14773083,NONTOR
223450,14766255,14754258,14766255,NONTOR
211573,14717512,14723199,14717512,NONTOR
234404,14777462,14756264,14777462,NONTOR
217059,14732622,14727239,14732622,NONTOR
227011,14774201,14760285,14774201,NONTOR
213709,14721134,14730314,14721134,NONTOR
211209,14730706,14730639,14730706,NONTOR
220725,14774794,14765988,14774794,NONTOR
107,41,175088,129865,NONTOR
87,51,173570,129982,NONTOR
217047,14768016,14765409,14768016,NONTOR
213647,14735437,14733304,14735437,NONTOR
211558,14767821,14766726,14767821,NONTOR
214223,14769430,14766061,14769430,NONTOR
215491,14737679,14735868,14737679,NONTOR
213327,14767085,14766071,14767085,NONTOR
214637,14739210,14741250,14739210,NONTOR
215178,14744968,14741750,14744968,NONTOR
214942,14777895,14774878,14777895,NONTOR
13,20,43864,65346,NONTOR
250356,14077,9199893,9450188,NONTOR
14,5,44703,65389,NONTOR
17,19,45055,65532,NONTOR
259646,3002930,9735147,9999279,NONTOR
22,25,1962637,2009772,NONTOR
68,283,5005419,170362,NONTOR
55,42,5063249,5063257,NONTOR
478283,125330,9161324,9553327,NONTOR
393762,19741,3744583,4129065,NONTOR
214393,-1,214393,-1,NONTOR
214650,-1,214650,-1,NONTOR
-1,-1,-1,-1,NONTOR
212813,-1,212813,-1,NONTOR
219418,-1,219418,-1,NONTOR
211891,-1,211891,-1,NONTOR
519,29,4566941,4566934,NONTOR
22,639,62893,61692,NONTOR
203,492,215089,256416,NONTOR
-1,206992,-1,206992,NONTOR
-1,209581,-1,209581,NONTOR
-1,214107,-1,214107,NONTOR
-1,206651,-1,206651,NONTOR
-1,208249,-1,208249,NONTOR
-1,209330,-1,209330,NONTOR
-1,210945,-1,210945,NONTOR
-1,212585,-1,212585,NONTOR
-1,213152,-1,213152,NONTOR
-1,210282,-1,210282,NONTOR
-1,214352,-1,214352,NONTOR
-1,211284,-1,211284,NONTOR
-1,208021,-1,208021,NONTOR
-1,211584,-1,211584,NONTOR
-1,210455,-1,210455,NONTOR
-1,210595,-1,210595,NONTOR
-1,209269,-1,209269,NONTOR
-1,210178,-1,210178,NONTOR
-1,212368,-1,212368,NONTOR
-1,209412,-1,209412,NONTOR
-1,209667,-1,209667,NONTOR
-1,209915,-1,209915,NONTOR
-1,211339,-1,211339,NONTOR
-1,260896,-1,260896,NONTOR
-1,267644,-1,267644,NONTOR
-1,272843,-1,272843,NONTOR
-1,276440,-1,276440,NONTOR
-1,293935,-1,293935,NONTOR
-1,207232,-1,207232,NONTOR
-1,206839,-1,206839,NONTOR
-1,209038,-1,209038,NONTOR
-1,209549,-1,209549,NONTOR
-1,208985,-1,208985,NONTOR
-1,210127,-1,210127,NONTOR
-1,210566,-1,210566,NONTOR
-1,207625,-1,207625,NONTOR
-1,209448,-1,209448,NONTOR
-1,211135,-1,211135,NONTOR
-1,206949,-1,206949,NONTOR
-1,254432,-1,254432,NONTOR
-1,210026,-1,210026,NONTOR
-1,209575,-1,209575,NONTOR
-1,209457,-1,209457,NONTOR
-1,209357,-1,209357,NONTOR
-1,207003,-1,207003,NONTOR
-1,210363,-1,210363,NONTOR
-1,206932,-1,206932,NONTOR
-1,209922,-1,209922,NONTOR
-1,207717,-1,207717,NONTOR
-1,207301,-1,207301,NONTOR
-1,211899,-1,211899,NONTOR
-1,206565,-1,206565,NONTOR
-1,209327,-1,209327,NONTOR
-1,208464,-1,208464,NONTOR
-1,207400,-1,207400,NONTOR
-1,209343,-1,209343,NONTOR
-1,208137,-1,208137,NONTOR
-1,210936,-1,210936,NONTOR
-1,207073,-1,207073,NONTOR
-1,207288,-1,207288,NONTOR
-1,209946,-1,209946,NONTOR
-1,208274,-1,208274,NONTOR
-1,210528,-1,210528,NONTOR
-1,206414,-1,206414,NONTOR
-1,209839,-1,209839,NONTOR
-1,209897,-1,209897,NONTOR
-1,210167,-1,210167,NONTOR
-1,207382,-1,207382,NONTOR
-1,209595,-1,209595,NONTOR
-1,209464,-1,209464,NONTOR
-1,209554,-1,209554,NONTOR
-1,209312,-1,209312,NONTOR
-1,210496,-1,210496,NONTOR
-1,207698,-1,207698,NONTOR
-1,276307,-1,276307,NONTOR
-1,277248,-1,277248,NONTOR
-1,275833,-1,275833,NONTOR
71,1448,5495297,312421,NONTOR
13,3102,5703208,311452,NONTOR
13,189,5693568,318092,NONTOR
12,353,5713706,323341,NONTOR
11,3616,5448687,317939,NONTOR
1480,6704,61287812,51081,NONTOR
1816,1311,60594975,50325,NONTOR
1588474,1588468,4596163,4596148,NONTOR
179624,179601,2052022,2052017,NONTOR
2905464,2905999,5965016,5964514,NONTOR
767042,767033,9312196,9307366,NONTOR
787765,787747,6871250,6870775,NONTOR
510888,510883,8618143,8618166,NONTOR
86451,76191,9937786,9938145,NONTOR
15504,15488,3871112,3871130,NONTOR
1627051,1627033,3651621,3651576,NONTOR
1507082,1507623,10097822,10096736,NONTOR
1957264,1957158,6585697,6585953,NONTOR
821370,821372,5296662,5296718,NONTOR
799590,799590,3091545,3091562,NONTOR
829981,829995,6359346,6359367,NONTOR
1113089,1113088,7490378,7490370,NONTOR
5273628,5273855,6882042,6881890,NONTOR
1957334,1957192,3218848,3219028,NONTOR
1272155,1272162,4980536,4980546,NONTOR
131661,131686,9589349,9589324,NONTOR
5995281,5995220,6002508,6002587,NONTOR
4637075,4636973,5969179,5969208,NONTOR
2326158,2326198,7201814,7201795,NONTOR
6989192,6953093,7002027,7015481,NONTOR
12309,12250,8028644,8028618,NONTOR
5450,5396,3939510,3939603,NONTOR
3780701,3780666,5773336,5773340,NONTOR
520742,520722,10189955,10189956,NONTOR
132011,131940,6805471,6805436,NONTOR
443866,443806,12489984,12490019,NONTOR
187409,165904,9268589,9266305,NONTOR
1556940,1556950,2471560,2471578,NONTOR
75660,75340,10467169,10467446,NONTOR
5481,5588,6018395,6018448,NONTOR
807176,807089,807176,807089,NONTOR
10952466,10952463,10952466,10952463,NONTOR
8075246,8075170,8075246,8075170,NONTOR
7977350,7977775,7977350,7977775,NONTOR
142704,142757,4561770,4562519,NONTOR
12325201,12325108,12325201,12325108,NONTOR
799342,799376,799342,799376,NONTOR
749003,749005,749003,749005,NONTOR
793947,792154,793947,792154,NONTOR
745414,745438,745414,745438,NONTOR
817324,817286,817324,817286,NONTOR
-1,13114390,-1,13114390,NONTOR
2987131,2987113,6745423,6572249,NONTOR
456,157,6264410,6437031,NONTOR
220594,404434,7015261,7014105,NONTOR
2346402,2161037,6996364,6996357,NONTOR
5621668,5621589,5621668,5621589,NONTOR
12268986,12268992,12268986,12268992,NONTOR
62118,62069,62118,62069,NONTOR
61940,61714,61940,61714,NONTOR
5993488,5993492,5993488,5993492,NONTOR
6002632,6002617,6002632,6002617,NONTOR
13103287,13103245,13103287,13103245,NONTOR
6981874,6993106,6981874,6993106,NONTOR
1561908,1561966,1561908,1561966,NONTOR
9975135,9975132,9975135,9975132,NONTOR
1999826,1999724,1999826,1999724,NONTOR
8310163,8313009,8310163,8313009,NONTOR
2026432,2026322,2026432,2026322,NONTOR
13533041,13532863,13533041,13532863,NONTOR
359186,358552,359186,358552,NONTOR
1967816,1967812,1967816,1967812,NONTOR
5231606,5231515,5231606,5231515,NONTOR
6672268,6672287,6672268,6672287,NONTOR
4218032,4218020,4218032,4218020,NONTOR
3755125,3586165,3755125,3586165,NONTOR
6934881,4150373,6980894,9765195,NONTOR
93641,93535,286183,287179,NONTOR
785012,785021,1962550,1962389,NONTOR
1322482,1139837,7640802,5015364,NONTOR
7992522,7991436,7992522,7991436,NONTOR
13008874,13040903,13008874,13040903,NONTOR
12916804,12916757,12916804,12916757,NONTOR
11407280,11407212,11407280,11407212,NONTOR
12850355,12850319,12850355,12850319,NONTOR
14546171,14546506,14546171,14546506,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
7319493,-1,7319493,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
2404024,2403996,2404024,2403996,NONTOR
25073,60371,6084652,9203870,NONTOR
11369612,11369567,11369612,11369567,NONTOR
11552555,11552566,11552555,11552566,NONTOR
11289571,11289593,11289571,11289593,NONTOR
7761015,7762250,7761015,7762250,NONTOR
-1,6544032,-1,6544032,NONTOR
12632609,12628280,12632609,12628280,NONTOR
13702782,13689634,13702782,13689634,NONTOR
8991400,8996069,8991400,8996069,NONTOR
7585277,7585228,7585277,7585228,NONTOR
8660007,8659964,8660007,8659964,NONTOR
8746741,8746700,8746741,8746700,NONTOR
9831361,9831280,9831361,9831280,NONTOR
9790717,9790655,9790717,9790655,NONTOR
13619847,13627050,13619847,13627050,NONTOR
13814779,13847589,13814779,13847589,NONTOR
12986110,12971349,12986110,12971349,NONTOR
13865546,13843876,13865546,13843876,NONTOR
8003191,8003124,8003191,8003124,NONTOR
10035834,9997190,10035834,9997190,NONTOR
8351497,8333567,8351497,8333567,NONTOR
9815333,9803264,9815333,9803264,NONTOR
9823554,9803573,9823554,9803573,NONTOR
8301524,8335309,8301524,8335309,NONTOR
13128757,13127529,13128757,13127529,NONTOR
10752235,10752058,10752235,10752058,NONTOR
7712640,7635847,7712640,7635847,NONTOR
13981940,13989527,13981940,13989527,NONTOR
14034298,14030998,14034298,14030998,NONTOR
10795404,12138963,10795404,12138963,NONTOR
2522498,2716929,2522498,2716929,NONTOR
3767387,3767235,3767387,3767235,NONTOR
2000335,1658381,2000335,1658381,NONTOR
11676185,11611210,11676185,11611210,NONTOR
832087,645939,832087,645939,NONTOR
8461502,8249275,8461502,8249275,NONTOR
3620188,3551982,3620188,3551982,NONTOR
-1,6720717,-1,6720717,NONTOR
8370633,8211285,8370633,8211285,NONTOR
-1,12041718,-1,12041718,NONTOR
4839619,4663992,4839619,4663992,NONTOR
3886166,4265307,3886166,4265307,NONTOR
8262351,7903047,8262351,7903047,NONTOR
494663,27396,494663,27396,NONTOR
7994498,8091337,7994498,8091337,NONTOR
8816998,8857549,8816998,8857549,NONTOR
11025803,11025832,11025803,11025832,NONTOR
13390358,13371110,13390358,13371110,NONTOR
11949771,11948075,11949771,11948075,NONTOR
12202541,12202504,12202541,12202504,NONTOR
9764600,9764469,9764600,9764469,NONTOR
14275750,14275688,14275750,14275688,NONTOR
11911046,11910861,11911046,11910861,NONTOR
8911364,8911253,8911364,8911253,NONTOR
11071067,11070922,11071067,11070922,NONTOR
11357272,11357206,11357272,11357206,NONTOR
10788130,10798334,10788130,10798334,NONTOR
9818586,9818483,9818586,9818483,NONTOR
9615834,9651135,9615834,9651135,NONTOR
458310,678751,458310,678751,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
1797856,1797856,1797856,1797856,NONTOR
13066363,13066192,13066363,13066192,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
1460899,1100872,1460899,1100872,NONTOR
6336810,6326025,6336810,6326025,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
640432,2022,640432,2022,NONTOR
2998189,2998179,5849015,3998173,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
6008310,6008318,7968058,7967995,NONTOR
6994973,6994982,8000725,8000696,NONTOR
3983890,3983926,6021783,6021838,NONTOR
5010812,5002519,5997009,5997034,NONTOR
3999253,3999290,6007321,6007291,NONTOR
6008673,6008650,8003530,8003564,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
327820,59,327820,59,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
12328503,-1,12328503,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
75,41,88351,88727,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
